birth_year,generation,country,education_level,occupation,employment_status,monthly_income_eur,age_first_job,months_to_first_job,housing_status,job_satisfaction,life_satisfaction,economic_anxiety
1947,Baby Boomer,Italy,High,Healthcare,Unemployed,1630.0,18,9,Own,8,5,1
1963,Baby Boomer,Czechia,High,Manufacturing,Employed,2668.0,24,10,Rent,8,3,7
1964,Baby Boomer,Poland,Medium,Finance,Inactive,1884.0,23,15,Rent,10,7,1
1976,Gen X,France,Medium,Construction,Employed,2120.0,27,19,Rent,6,6,7
1951,Baby Boomer,Italy,High,Retail,Inactive,1754.0,25,18,Own,8,3,9
1996,Millennial,Netherlands,Medium,Education,Inactive,3114.0,28,8,Own,2,10,1
1985,Millennial,Sweden,Medium,Retail,Employed,2635.0,22,35,Own,7,3,8
1977,Gen X,Poland,Medium,Manufacturing,Employed,830.0,23,14,Rent,3,4,10
1984,Millennial,Czechia,Medium,Manufacturing,Employed,3011.0,16,22,With parents,8,10,9
1983,Millennial,France,Medium,Finance,Employed,2731.0,25,20,Own,5,3,8
1962,Baby Boomer,France,Low,Education,Employed,3176.0,27,4,With parents,5,6,1
1984,Millennial,Spain,High,Education,Unemployed,1724.0,21,21,Rent,3,1,4
1945,Baby Boomer,France,Medium,IT,Employed,1355.0,22,30,Own,1,1,10
1955,Baby Boomer,Italy,Medium,Manufacturing,Inactive,2126.0,22,14,With parents,2,7,4
1972,Gen X,Czechia,Low,Education,Unemployed,2347.0,28,27,Own,2,8,1
2001,Gen Z,Sweden,Low,Manufacturing,Employed,3267.0,29,14,Rent,7,4,7
1969,Gen X,Italy,Low,Unemployed,Employed,2773.0,24,18,Own,2,7,7
1994,Millennial,Poland,High,IT,Employed,2334.0,22,34,Rent,7,2,10
1967,Gen X,Sweden,Low,Healthcare,Employed,2085.0,27,17,Rent,1,9,9
1975,Gen X,Poland,High,Manufacturing,Employed,2214.0,22,9,With parents,2,9,8
1974,Gen X,France,Low,Unemployed,Employed,1845.0,28,14,Rent,7,7,3
1986,Millennial,Netherlands,Low,Unemployed,Employed,2811.0,21,23,Rent,7,5,2
1979,Gen X,Germany,Low,Unemployed,Employed,893.0,18,19,Own,2,7,10
1951,Baby Boomer,Sweden,Low,IT,Unemployed,2208.0,28,10,Rent,10,7,3
2004,Gen Z,Czechia,High,IT,Unemployed,3140.0,21,8,Rent,7,3,8
1960,Baby Boomer,Spain,High,Construction,Employed,1178.0,24,4,Rent,9,7,6
1970,Gen X,Germany,Medium,IT,Employed,3950.0,26,10,Rent,8,3,3
1992,Millennial,France,Low,Retail,Unemployed,1230.0,25,26,With parents,6,3,2
2001,Gen Z,France,Medium,Finance,Inactive,1746.0,18,1,Own,4,7,1
1996,Millennial,Czechia,Medium,Education,Employed,3123.0,18,19,Own,3,7,8
2004,Gen Z,Germany,High,Manufacturing,Employed,3507.0,26,20,Rent,8,6,3
1993,Millennial,Spain,Low,Finance,Employed,2522.0,22,29,With parents,3,7,3
1946,Baby Boomer,Sweden,High,Retail,Employed,2498.0,22,0,With parents,5,10,5
1945,Baby Boomer,Sweden,Medium,Manufacturing,Employed,3809.0,20,34,Rent,3,10,5
1992,Millennial,Germany,Medium,Finance,Employed,969.0,23,25,Rent,9,5,9
1956,Baby Boomer,Poland,Medium,Retail,Employed,648.0,23,31,Own,7,9,5
1949,Baby Boomer,Italy,Low,Unemployed,Employed,468.0,26,8,Own,3,1,7
1981,Millennial,Netherlands,High,Education,Employed,1434.0,26,20,Own,10,5,7
1976,Gen X,Poland,Low,IT,Employed,1556.0,17,15,Own,7,3,7
2003,Gen Z,Sweden,High,Finance,Inactive,2543.0,26,11,Rent,4,8,5
1999,Gen Z,Italy,Low,Unemployed,Employed,3107.0,21,35,Rent,1,7,3
1953,Baby Boomer,Netherlands,High,Finance,Inactive,3018.0,20,26,Own,4,1,7
1985,Millennial,Netherlands,Low,Unemployed,Employed,2991.0,19,6,Own,10,9,8
1979,Gen X,Netherlands,High,Manufacturing,Employed,1338.0,22,29,Rent,8,5,4
1963,Baby Boomer,France,High,IT,Employed,2546.0,19,23,Own,6,1,6
1992,Millennial,Czechia,High,Construction,Employed,1540.0,20,29,Rent,1,1,5
1960,Baby Boomer,Netherlands,Medium,Education,Employed,2741.0,23,19,Own,1,8,10
1947,Baby Boomer,Spain,High,Unemployed,Employed,2238.0,20,27,Rent,4,3,2
1964,Baby Boomer,Germany,Medium,Manufacturing,Unemployed,2996.0,26,3,With parents,6,9,1
1968,Gen X,Sweden,Low,Healthcare,Unemployed,4339.0,28,11,Rent,4,8,6
1998,Gen Z,Spain,Medium,Healthcare,Employed,2170.0,26,2,With parents,9,6,10
2000,Gen Z,Germany,Low,Healthcare,Unemployed,1207.0,24,3,With parents,2,6,6
1977,Gen X,Poland,High,Education,Employed,732.0,25,14,Own,6,5,7
1968,Gen X,Czechia,Low,Unemployed,Employed,1393.0,17,27,With parents,7,2,5
1996,Millennial,Poland,Medium,Healthcare,Employed,3160.0,17,8,Own,4,6,1
1955,Baby Boomer,Germany,Medium,Finance,Employed,2636.0,24,13,With parents,5,8,6
1993,Millennial,Spain,Medium,Construction,Employed,2407.0,17,31,With parents,5,6,4
1952,Baby Boomer,Germany,Medium,Manufacturing,Employed,2543.0,18,2,Own,2,7,7
1980,Gen X,Netherlands,Low,Construction,Employed,2847.0,21,17,Rent,5,2,2
1982,Millennial,France,Medium,Construction,Employed,799.0,19,13,Own,10,2,9
1984,Millennial,Sweden,Medium,Construction,Employed,3088.0,23,24,With parents,5,3,7
1964,Baby Boomer,Poland,High,Finance,Employed,2550.0,23,25,Own,5,10,5
1979,Gen X,Sweden,High,Healthcare,Employed,903.0,17,5,Own,4,7,2
1992,Millennial,France,High,Construction,Employed,2502.0,17,25,With parents,10,8,1
1969,Gen X,Netherlands,Low,Unemployed,Inactive,1028.0,18,0,With parents,4,4,5
1979,Gen X,Netherlands,Medium,Construction,Employed,2659.0,29,20,With parents,7,10,10
1969,Gen X,Poland,Low,Manufacturing,Employed,2308.0,26,13,Own,6,6,5
1973,Gen X,Poland,Low,Unemployed,Employed,1292.0,17,7,Own,8,9,3
1962,Baby Boomer,Netherlands,Low,Finance,Unemployed,2572.0,20,24,Own,1,7,9
1990,Millennial,Italy,Medium,Education,Employed,2928.0,16,17,Rent,10,4,10
1962,Baby Boomer,Sweden,Low,IT,Employed,1684.0,22,14,Own,2,8,1
1946,Baby Boomer,Czechia,Medium,Finance,Employed,2904.0,23,19,Rent,2,8,5
1998,Gen Z,France,High,Retail,Inactive,1949.0,27,15,With parents,2,7,4
1979,Gen X,Sweden,Medium,Healthcare,Employed,2987.0,19,6,Rent,3,5,2
1960,Baby Boomer,France,Medium,Retail,Employed,2114.0,22,28,Own,6,10,1
1985,Millennial,Italy,Medium,Unemployed,Employed,3256.0,24,30,With parents,3,10,10
1980,Gen X,Czechia,Medium,IT,Employed,1378.0,22,28,Rent,7,6,4
1977,Gen X,Spain,Low,Education,Employed,1404.0,17,16,With parents,3,10,6
1948,Baby Boomer,France,Medium,Finance,Unemployed,1491.0,17,4,With parents,6,3,8
1977,Gen X,Sweden,Medium,Education,Employed,2314.0,25,17,Rent,2,3,10
1958,Baby Boomer,Germany,High,IT,Employed,2063.0,25,13,With parents,2,4,2
1965,Gen X,Czechia,High,Retail,Employed,2458.0,25,30,With parents,3,2,2
1992,Millennial,Netherlands,Medium,Finance,Employed,1152.0,21,17,Own,8,6,6
1964,Baby Boomer,Netherlands,Medium,Healthcare,Employed,1554.0,23,24,With parents,9,3,4
2000,Gen Z,Italy,Low,Manufacturing,Employed,3344.0,27,10,Rent,2,2,10
1952,Baby Boomer,France,High,Construction,Employed,2534.0,25,25,Rent,7,9,9
1951,Baby Boomer,Spain,Medium,Education,Employed,2761.0,26,4,Own,1,1,4
1947,Baby Boomer,France,Low,Unemployed,Employed,1970.0,28,15,Own,4,4,2
1961,Baby Boomer,Netherlands,Low,IT,Inactive,2465.0,25,7,Rent,6,9,1
1977,Gen X,Poland,Low,Finance,Employed,1773.0,29,12,Rent,7,5,6
1992,Millennial,Germany,High,Unemployed,Inactive,535.0,26,31,Own,3,6,1
1956,Baby Boomer,Czechia,Low,Retail,Employed,3132.0,27,26,Rent,3,4,6
2003,Gen Z,Italy,Medium,Healthcare,Employed,2364.0,18,25,With parents,5,10,8
1995,Millennial,Poland,Medium,Unemployed,Employed,1541.0,16,8,Own,3,6,6
1966,Gen X,Sweden,Medium,Retail,Employed,2201.0,16,6,Own,9,7,4
1999,Gen Z,Spain,High,Healthcare,Employed,1780.0,26,7,Own,2,6,2
1966,Gen X,Poland,High,Finance,Unemployed,3549.0,17,1,Own,10,6,5
1990,Millennial,Sweden,Medium,Manufacturing,Inactive,2804.0,25,17,With parents,7,3,5
1974,Gen X,Poland,Low,Manufacturing,Employed,1167.0,21,35,Own,7,8,8
1982,Millennial,Spain,Medium,Unemployed,Inactive,1045.0,17,23,Own,3,8,3
1982,Millennial,Czechia,Medium,Construction,Employed,2425.0,21,33,Rent,8,4,2
1989,Millennial,Poland,Medium,Unemployed,Inactive,2321.0,26,10,Own,3,8,1
1995,Millennial,Italy,Medium,IT,Employed,2666.0,16,9,Rent,5,9,2
1998,Gen Z,Netherlands,Low,IT,Unemployed,2071.0,24,28,Rent,1,5,2
1952,Baby Boomer,France,Medium,Healthcare,Employed,1617.0,27,5,Rent,10,3,1
1971,Gen X,Poland,Low,Healthcare,Inactive,2659.0,29,9,With parents,4,7,8
1971,Gen X,Italy,High,Healthcare,Employed,2735.0,22,29,Own,2,4,8
1978,Gen X,France,Medium,Unemployed,Employed,3332.0,16,27,Own,5,8,10
1965,Gen X,Czechia,High,Healthcare,Employed,2861.0,24,28,Rent,4,3,4
1974,Gen X,Sweden,Low,Construction,Unemployed,1447.0,28,24,Own,4,1,3
1977,Gen X,France,Medium,Unemployed,Employed,2431.0,24,35,Rent,4,5,1
1972,Gen X,Sweden,High,Finance,Employed,1943.0,26,26,Own,5,6,8
1991,Millennial,Poland,Low,Finance,Employed,1349.0,29,33,Rent,9,9,8
1977,Gen X,Italy,High,Manufacturing,Unemployed,590.0,25,33,Rent,9,3,4
1949,Baby Boomer,Netherlands,Medium,IT,Employed,4223.0,26,31,Rent,4,6,5
2004,Gen Z,Poland,Medium,Construction,Employed,1697.0,21,3,With parents,9,8,4
1992,Millennial,Sweden,Medium,IT,Inactive,2086.0,17,33,Rent,8,10,5
1963,Baby Boomer,Spain,Medium,Education,Employed,2398.0,17,15,With parents,5,4,4
1948,Baby Boomer,France,Medium,IT,Employed,2301.0,27,10,With parents,8,10,9
1979,Gen X,Poland,Medium,IT,Employed,0.0,29,14,Rent,7,10,1
1993,Millennial,Sweden,Medium,Retail,Inactive,2051.0,23,29,With parents,2,6,10
1961,Baby Boomer,Czechia,Medium,Retail,Employed,3794.0,24,26,Own,10,3,10
1988,Millennial,France,Low,Construction,Employed,2009.0,19,15,With parents,8,10,3
1972,Gen X,Czechia,Low,Education,Inactive,3672.0,17,0,With parents,9,9,7
1974,Gen X,Sweden,Low,Healthcare,Employed,2228.0,20,24,With parents,2,6,6
1973,Gen X,Italy,Medium,Education,Unemployed,1884.0,28,27,With parents,2,2,8
1990,Millennial,Germany,High,Education,Employed,2330.0,22,13,Rent,10,7,6
1997,Gen Z,Czechia,High,Manufacturing,Employed,2234.0,29,33,Own,9,7,8
1950,Baby Boomer,Poland,Low,Finance,Employed,2214.0,19,3,Own,1,1,1
1979,Gen X,Netherlands,High,IT,Employed,1676.0,27,13,With parents,3,4,9
2004,Gen Z,Poland,Medium,Manufacturing,Employed,973.0,24,15,Own,3,1,5
1985,Millennial,France,High,Construction,Employed,2705.0,27,14,Rent,6,6,10
1981,Millennial,Italy,High,Finance,Inactive,2285.0,19,33,With parents,7,5,2
1968,Gen X,Sweden,High,Construction,Employed,3698.0,23,12,With parents,3,3,1
1973,Gen X,Spain,Low,IT,Unemployed,2170.0,18,16,With parents,8,9,4
1993,Millennial,Netherlands,Low,Construction,Employed,838.0,27,27,Own,2,9,10
1990,Millennial,Italy,Low,Education,Employed,2490.0,29,9,With parents,3,6,8
1997,Gen Z,Czechia,High,Unemployed,Unemployed,2268.0,27,16,With parents,10,6,3
1975,Gen X,Czechia,Medium,IT,Employed,1812.0,21,7,Own,2,9,10
1979,Gen X,Poland,High,Healthcare,Inactive,2757.0,21,1,Rent,2,2,4
2004,Gen Z,Spain,Medium,Healthcare,Employed,2648.0,18,0,Own,6,1,2
1977,Gen X,Italy,High,Education,Employed,1123.0,17,4,Rent,3,10,2
1996,Millennial,Germany,Low,Construction,Employed,1779.0,21,34,Rent,3,3,2
1965,Gen X,Netherlands,Low,Retail,Employed,3185.0,22,21,Rent,9,8,10
1976,Gen X,France,Medium,Healthcare,Employed,1318.0,22,15,With parents,1,2,1
1967,Gen X,Italy,Medium,Education,Unemployed,2045.0,25,8,Rent,9,8,10
1977,Gen X,Italy,Medium,Manufacturing,Employed,2404.0,26,35,With parents,2,10,10
1947,Baby Boomer,Germany,High,Retail,Employed,1161.0,16,8,Own,2,6,5
1962,Baby Boomer,Poland,Low,Healthcare,Unemployed,2111.0,27,13,Rent,5,4,5
1969,Gen X,Sweden,Medium,Unemployed,Unemployed,2082.0,21,9,With parents,6,4,3
1986,Millennial,Sweden,High,Education,Employed,1909.0,24,21,With parents,8,7,3
1975,Gen X,Netherlands,Low,Education,Employed,822.0,28,15,Rent,1,7,8
1998,Gen Z,Netherlands,High,Manufacturing,Employed,2200.0,24,2,Rent,5,9,10
2002,Gen Z,France,High,Unemployed,Employed,1643.0,27,27,Rent,10,4,7
1947,Baby Boomer,Italy,Low,Manufacturing,Employed,3159.0,17,29,With parents,8,9,4
1984,Millennial,Spain,Medium,Retail,Inactive,2574.0,19,28,With parents,2,4,8
1990,Millennial,Italy,Medium,Finance,Employed,1501.0,21,0,Rent,10,2,10
1968,Gen X,Sweden,High,Healthcare,Employed,1844.0,19,27,Own,9,7,9
1994,Millennial,France,Medium,Education,Inactive,2313.0,27,21,With parents,10,9,6
1976,Gen X,Italy,Medium,Retail,Employed,1843.0,24,31,With parents,4,10,7
1991,Millennial,Germany,High,Construction,Inactive,836.0,17,10,Own,7,2,7
1966,Gen X,Sweden,Low,Retail,Employed,2463.0,25,25,Own,1,6,5
1967,Gen X,Italy,High,Construction,Employed,2674.0,21,30,Own,2,6,4
1946,Baby Boomer,Italy,High,Manufacturing,Inactive,2867.0,16,19,With parents,1,10,2
1971,Gen X,Sweden,Medium,Education,Employed,3045.0,24,19,Own,8,3,1
1986,Millennial,Spain,High,IT,Unemployed,1454.0,16,32,Own,1,8,8
1946,Baby Boomer,Sweden,High,Finance,Employed,2906.0,28,4,With parents,9,5,2
1970,Gen X,Germany,Low,Finance,Unemployed,1172.0,28,2,With parents,7,4,8
1961,Baby Boomer,Germany,Medium,Manufacturing,Employed,2521.0,27,33,With parents,5,4,9
1984,Millennial,Italy,Medium,Construction,Employed,1562.0,29,30,Own,1,5,4
1977,Gen X,Netherlands,Low,Education,Employed,2576.0,23,6,Rent,4,10,1
1953,Baby Boomer,Spain,High,Unemployed,Employed,843.0,28,29,Rent,3,4,6
1987,Millennial,Italy,Low,Retail,Employed,2688.0,24,17,With parents,7,6,8
1998,Gen Z,Sweden,Medium,Finance,Employed,1492.0,16,15,Own,1,8,1
1992,Millennial,Italy,Medium,Retail,Employed,2635.0,16,12,Own,10,2,5
1983,Millennial,France,Low,Healthcare,Employed,2535.0,25,32,Own,4,7,1
1973,Gen X,France,High,IT,Unemployed,2547.0,29,6,With parents,5,6,7
1986,Millennial,Netherlands,High,Manufacturing,Employed,2243.0,22,29,Rent,3,4,6
1999,Gen Z,Spain,Medium,Construction,Employed,1150.0,25,10,Own,5,2,4
1970,Gen X,Poland,Low,Finance,Employed,3541.0,20,5,Rent,4,1,8
1979,Gen X,Czechia,Low,Unemployed,Employed,2083.0,26,20,Rent,5,8,8
1994,Millennial,France,Medium,Healthcare,Inactive,2081.0,18,31,Own,9,8,2
1969,Gen X,Poland,Medium,Unemployed,Employed,3446.0,24,4,With parents,8,9,5
1968,Gen X,Germany,Medium,Healthcare,Employed,1400.0,17,28,Rent,8,5,1
1957,Baby Boomer,France,High,IT,Employed,2157.0,21,34,Rent,2,9,3
2004,Gen Z,France,Medium,Manufacturing,Unemployed,2353.0,19,11,Rent,3,4,3
2002,Gen Z,Spain,High,Manufacturing,Employed,1991.0,20,21,Rent,4,10,10
1951,Baby Boomer,Netherlands,Medium,Retail,Unemployed,2446.0,17,10,Rent,10,4,3
2001,Gen Z,Poland,Medium,Manufacturing,Employed,1677.0,16,22,Own,1,5,3
1980,Gen X,Sweden,High,Healthcare,Unemployed,2139.0,24,9,With parents,9,3,10
1989,Millennial,France,Medium,Retail,Employed,2318.0,18,23,Rent,2,5,2
1964,Baby Boomer,France,High,Manufacturing,Inactive,3430.0,21,15,With parents,2,5,7
1945,Baby Boomer,Spain,Medium,Construction,Employed,3691.0,29,11,With parents,8,10,7
1952,Baby Boomer,Spain,Low,Construction,Employed,2353.0,24,31,Own,10,4,4
1990,Millennial,Netherlands,High,IT,Unemployed,3279.0,16,23,With parents,9,5,8
1960,Baby Boomer,Poland,Medium,Healthcare,Employed,1547.0,27,3,With parents,1,5,10
1958,Baby Boomer,Germany,High,Education,Employed,4226.0,20,32,With parents,2,9,10
1956,Baby Boomer,Sweden,High,IT,Inactive,1980.0,19,17,With parents,10,1,8
1995,Millennial,Netherlands,Low,IT,Employed,2170.0,18,16,Rent,5,7,4
1967,Gen X,Czechia,Medium,Manufacturing,Employed,2679.0,17,20,Own,9,1,6
1959,Baby Boomer,Germany,Medium,Retail,Employed,2967.0,29,0,Own,10,1,6
1972,Gen X,Italy,Medium,Unemployed,Employed,2046.0,18,24,Own,5,3,5
1978,Gen X,France,High,Retail,Unemployed,393.0,29,30,With parents,7,5,4
1946,Baby Boomer,Poland,Medium,Construction,Employed,2790.0,16,19,With parents,6,9,9
1976,Gen X,Netherlands,Medium,Healthcare,Employed,1381.0,28,25,Rent,6,9,6
1967,Gen X,France,High,Manufacturing,Employed,2897.0,16,18,With parents,2,1,7
1966,Gen X,Poland,Low,Retail,Employed,2877.0,28,29,With parents,10,3,5
1995,Millennial,Poland,High,Construction,Inactive,2373.0,28,24,Own,8,1,2
1969,Gen X,Poland,Medium,Finance,Inactive,3014.0,23,35,With parents,6,1,6
2002,Gen Z,France,High,Unemployed,Employed,1759.0,20,17,Own,4,9,3
1966,Gen X,Netherlands,Medium,Education,Employed,3437.0,17,3,Own,7,2,10
2002,Gen Z,Sweden,Low,Finance,Inactive,2347.0,18,26,Own,9,1,6
2002,Gen Z,Spain,Medium,Unemployed,Employed,2033.0,29,32,With parents,7,6,3
1966,Gen X,France,Low,Manufacturing,Employed,3227.0,29,5,With parents,6,2,8
1993,Millennial,Czechia,High,Manufacturing,Employed,1601.0,17,6,Rent,2,5,7
1996,Millennial,Poland,Low,Retail,Employed,306.0,25,0,Own,3,3,1
1986,Millennial,Netherlands,High,Unemployed,Unemployed,1077.0,17,34,Rent,7,10,4
1950,Baby Boomer,Sweden,Medium,IT,Employed,3492.0,19,22,With parents,1,5,2
1959,Baby Boomer,Italy,Medium,Manufacturing,Inactive,2425.0,27,15,With parents,1,8,6
1998,Gen Z,Czechia,Low,IT,Employed,2353.0,19,33,With parents,3,6,5
1987,Millennial,Germany,Medium,Healthcare,Employed,3020.0,22,33,Rent,5,8,2
2004,Gen Z,Czechia,Medium,Construction,Inactive,2466.0,17,30,With parents,3,6,1
1981,Millennial,Poland,Medium,Healthcare,Unemployed,1952.0,24,30,With parents,9,4,7
1977,Gen X,Italy,High,Unemployed,Unemployed,1805.0,22,10,With parents,7,4,9
1952,Baby Boomer,Spain,Medium,Unemployed,Employed,1142.0,19,7,Rent,2,10,9
1997,Gen Z,Sweden,Medium,Retail,Unemployed,1240.0,27,23,Rent,10,10,10
2004,Gen Z,Sweden,Medium,Healthcare,Employed,2357.0,22,22,With parents,10,3,3
1988,Millennial,Poland,Low,Finance,Employed,2060.0,25,31,Own,3,8,6
1988,Millennial,Czechia,High,Unemployed,Employed,2639.0,26,14,Rent,3,10,10
1949,Baby Boomer,Czechia,Medium,Finance,Employed,2123.0,16,27,Rent,9,9,1
1983,Millennial,Sweden,Low,Finance,Unemployed,1242.0,28,19,Own,7,8,1
1948,Baby Boomer,Italy,Medium,Retail,Employed,2421.0,22,13,Rent,3,9,6
1950,Baby Boomer,Poland,Medium,Retail,Employed,2367.0,28,25,Own,1,10,6
1989,Millennial,France,Medium,Finance,Employed,2216.0,21,1,Own,4,9,5
1976,Gen X,Netherlands,Medium,IT,Employed,2342.0,24,33,Own,5,3,6
1996,Millennial,Italy,Low,Finance,Employed,3969.0,23,33,Own,9,4,10
1974,Gen X,Netherlands,Medium,IT,Employed,1127.0,17,33,Own,4,3,5
1991,Millennial,France,High,Healthcare,Employed,1339.0,26,8,Rent,10,5,6
1979,Gen X,France,Low,IT,Employed,668.0,18,2,With parents,2,9,9
1999,Gen Z,Netherlands,High,Unemployed,Inactive,2283.0,28,29,Own,1,3,7
1984,Millennial,Italy,Low,Manufacturing,Employed,458.0,18,18,Rent,5,6,3
1996,Millennial,Netherlands,High,Education,Employed,2402.0,28,30,With parents,3,4,9
1960,Baby Boomer,Netherlands,Medium,Manufacturing,Unemployed,2149.0,29,15,With parents,9,1,6
1957,Baby Boomer,Germany,Medium,Manufacturing,Employed,1684.0,27,23,Rent,3,8,5
1994,Millennial,Italy,Low,Retail,Inactive,2625.0,21,14,With parents,3,3,4
2004,Gen Z,Czechia,Low,Education,Employed,2467.0,17,21,With parents,2,8,10
1986,Millennial,Czechia,Low,Retail,Inactive,3645.0,26,31,Own,3,5,1
1974,Gen X,Germany,Low,IT,Employed,2752.0,17,10,Own,9,8,7
1963,Baby Boomer,Poland,Medium,Finance,Employed,2143.0,19,28,Rent,7,1,5
1961,Baby Boomer,Sweden,Medium,Construction,Employed,147.0,16,23,Own,2,6,1
2000,Gen Z,Czechia,Medium,Construction,Employed,3037.0,16,18,With parents,3,3,4
1963,Baby Boomer,Netherlands,High,Construction,Unemployed,3044.0,16,4,With parents,8,5,10
1972,Gen X,Poland,Medium,IT,Employed,3391.0,20,0,Own,10,4,1
2002,Gen Z,Czechia,Medium,Education,Employed,141.0,28,29,Rent,8,9,10
1999,Gen Z,Italy,Medium,Healthcare,Employed,2385.0,24,11,Rent,10,3,4
1970,Gen X,Netherlands,Medium,IT,Unemployed,2793.0,19,3,Own,1,7,7
1981,Millennial,Sweden,Medium,Manufacturing,Unemployed,3281.0,29,14,Rent,1,4,9
1970,Gen X,Poland,High,Education,Employed,2742.0,23,16,Rent,8,3,2
1997,Gen Z,Czechia,Low,Education,Employed,2255.0,22,11,With parents,8,10,4
1967,Gen X,Czechia,Low,IT,Employed,1283.0,28,0,Own,2,3,1
1953,Baby Boomer,Spain,Medium,IT,Employed,2095.0,21,12,Own,8,4,6
1956,Baby Boomer,Czechia,Low,Retail,Employed,2550.0,29,29,With parents,1,7,8
1997,Gen Z,France,High,Retail,Employed,2905.0,24,9,With parents,5,9,3
1945,Baby Boomer,Netherlands,High,Manufacturing,Inactive,772.0,25,35,Own,10,6,5
2002,Gen Z,Sweden,Low,Unemployed,Inactive,2466.0,16,5,Own,5,1,1
2002,Gen Z,France,Low,Education,Employed,874.0,22,8,With parents,8,8,5
1945,Baby Boomer,Germany,Medium,Construction,Employed,2439.0,24,1,Rent,8,2,1
1991,Millennial,Poland,Medium,Healthcare,Inactive,1167.0,25,5,With parents,10,9,5
1978,Gen X,Czechia,Medium,Healthcare,Employed,901.0,29,10,Rent,4,3,9
1976,Gen X,Germany,High,Education,Employed,3829.0,28,25,Own,2,10,7
1998,Gen Z,Sweden,Medium,Manufacturing,Inactive,956.0,29,27,Own,6,7,7
1992,Millennial,Netherlands,Medium,Construction,Employed,1627.0,17,12,Own,4,6,9
1969,Gen X,France,Low,Retail,Employed,2182.0,28,11,Own,2,9,5
1984,Millennial,France,High,Retail,Employed,326.0,19,18,Own,9,3,8
1989,Millennial,Poland,Low,Retail,Employed,2907.0,20,17,With parents,9,2,7
1997,Gen Z,Netherlands,High,Healthcare,Employed,1569.0,26,18,Own,7,3,6
1945,Baby Boomer,Czechia,Medium,Healthcare,Employed,1282.0,20,27,Own,2,4,6
1960,Baby Boomer,Spain,Medium,Manufacturing,Employed,3032.0,26,11,Own,3,5,7
1983,Millennial,Spain,High,Healthcare,Inactive,998.0,28,31,Own,9,6,10
1949,Baby Boomer,Poland,High,IT,Employed,2603.0,22,12,Rent,8,7,3
1966,Gen X,Netherlands,Medium,Healthcare,Employed,2221.0,25,22,Own,10,10,5
1973,Gen X,Poland,Low,Retail,Employed,2252.0,23,35,Rent,2,3,2
1999,Gen Z,Netherlands,High,Manufacturing,Employed,2149.0,28,29,Rent,5,9,5
1947,Baby Boomer,Sweden,Medium,Education,Unemployed,2316.0,24,21,Own,2,3,8
1956,Baby Boomer,Sweden,Low,Education,Employed,151.0,20,2,Rent,1,3,7
1970,Gen X,Germany,High,Manufacturing,Employed,1413.0,17,8,Own,9,8,3
1960,Baby Boomer,Czechia,Low,IT,Employed,1378.0,17,14,Rent,7,10,7
1995,Millennial,Poland,Low,Education,Employed,3197.0,20,29,With parents,4,3,2
1981,Millennial,Czechia,Low,Retail,Employed,2343.0,20,25,Own,3,7,4
1966,Gen X,Netherlands,Medium,Education,Employed,2210.0,20,29,Own,3,1,10
2001,Gen Z,Spain,Medium,Education,Employed,3870.0,29,4,Rent,7,1,2
1973,Gen X,Czechia,Medium,Retail,Inactive,378.0,21,30,With parents,10,5,7
1958,Baby Boomer,Netherlands,Medium,Healthcare,Unemployed,3473.0,27,21,Own,9,9,5
1972,Gen X,Sweden,Medium,IT,Unemployed,2211.0,23,14,Rent,7,8,9
1949,Baby Boomer,Netherlands,Medium,Construction,Inactive,1520.0,26,34,Rent,2,2,7
1991,Millennial,Poland,Low,Retail,Unemployed,1719.0,20,18,Own,6,8,2
1993,Millennial,Germany,High,Retail,Inactive,1752.0,28,33,Rent,8,10,4
1974,Gen X,Germany,Low,Finance,Employed,3550.0,18,17,Own,7,9,3
1990,Millennial,Germany,High,Manufacturing,Employed,2415.0,24,13,With parents,2,4,10
1996,Millennial,Germany,Low,Unemployed,Unemployed,2818.0,19,21,With parents,7,9,2
1949,Baby Boomer,Sweden,High,IT,Employed,1532.0,27,23,With parents,9,4,2
1956,Baby Boomer,Italy,Low,Healthcare,Employed,2300.0,23,12,With parents,3,8,8
1960,Baby Boomer,Czechia,Low,Finance,Employed,3018.0,24,7,Rent,3,7,6
1970,Gen X,Poland,High,Construction,Employed,3214.0,26,1,Rent,5,7,3
